IQ,CGPA,Communication_Skills,Projects_Completed
101,9.81,10,4
104,5.17,7,1
101,7.38,7,2
118,5.94,9,1
101,8.24,8,5
78,7.12,3,0
124,7.54,4,2
105,8.24,8,2
91,9.6,5,0
81,7.94,5,0
105,8.96,8,0
98,6.65,8,5
123,7.08,6,0
94,7.81,9,3
87,6.32,4,2
113,6.98,10,5
113,8.43,1,5
102,8.39,10,3
110,7.78,2,3
99,7.09,1,1
103,6.46,4,2
117,8.15,9,2
109,5.54,6,5
97,6.17,6,2
120,4.87,6,2
64,5.43,1,0
130,6.27,1,4
74,4.79,3,1
90,6.27,5,1
99,8.74,2,0
97,5.52,1,3
115,7.16,9,4
84,9.99,1,1
103,9.04,4,3
91,6.17,9,2
104,9.67,10,5
99,6.33,2,4
101,5.63,10,4
91,10.44,3,5
92,9.21,4,2
104,7.26,2,1
114,8.25,2,4
91,8.15,6,0
86,6.26,10,0
109,6.12,5,0
99,6.91,5,5
112,9.9,9,4
86,4.74,7,1
73,9.39,9,5
92,5.17,1,3
88,7.51,2,1
98,7.77,5,3
90,8.27,10,4
111,5.59,7,2
95,7.07,8,3
102,8.32,7,3
102,5.41,9,1
102,6.11,3,4
99,8.8,5,1
107,7.56,6,4
88,5.88,10,3
120,8.01,7,2
96,9.28,7,5
80,5.44,4,4
102,8.3,1,3
87,5.6,8,5
109,4.61,10,5
133,6.02,1,2
88,6.92,1,1
104,9.32,9,1
73,6.42,10,4
106,7.9,10,4
86,7.51,3,4
90,6.44,9,1
83,8.06,10,4
110,8.85,10,3
115,9.31,1,5
100,9.34,7,0
87,6.88,5,0
123,8.51,4,4
88,5.85,5,3
67,9.1,1,3
106,9.66,10,3
83,5.53,7,5
114,6.91,2,2
94,8.74,9,5
109,8.71,5,3
121,6.16,5,1
81,9.76,3,1
91,8.49,10,3
98,5.87,2,0
123,5.28,8,2
90,8.51,9,5
91,5.53,3,1
107,6.09,8,1
91,7.55,6,1
102,8.26,9,5
76,7.96,10,2
133,7.4,4,3
79,9.35,3,2
95,9.72,7,3
99,5.97,1,4
128,8.68,3,1
80,9.17,7,5
129,8.41,7,0
111,8.18,9,2
106,6.09,10,5
85,7.2,9,2
108,7.36,7,5
89,8.02,3,1
118,10.1,3,1
85,5.23,5,5
98,5.06,9,0
91,5.54,1,0
85,9.09,1,1
111,5.46,9,5
108,8.44,7,3
118,6.78,4,1
73,6.82,1,0
115,5.96,6,1
137,9.34,9,0
93,8.16,6,4
128,9.51,5,3
96,8.35,1,5
79,5.8,9,0
95,5.72,9,5
115,9.55,1,2
87,8.31,4,2
90,5.24,1,5
108,8.51,10,3
100,7.33,4,3
108,6.77,7,2
103,5.47,8,5
107,9.29,3,5
93,4.84,3,5
103,6.35,10,5
86,6.79,5,5
119,5.7,6,4
90,7.88,3,4
116,5.54,6,0
96,6.61,10,3
103,9.32,7,2
92,6.43,6,5
84,6.31,6,5
73,7.47,2,3
84,8.13,4,2
95,9.17,1,2
103,6.24,10,0
115,9.66,5,3
93,9.14,10,4
86,8.38,3,3
78,5.8,3,2
107,5.26,4,4
120,7.76,9,2
118,9.81,6,3
110,8.37,10,2
109,6.14,8,5
125,5.79,5,1
104,8.26,6,4
109,8.53,3,5
95,5.54,7,0
79,5.16,9,1
89,7.04,9,5
99,7.62,7,2
100,8.7,3,3
128,8.67,5,2
101,7.61,10,0
117,5.43,9,3
93,8.32,9,4
95,9.74,3,4
80,9.29,5,2
88,9.2,1,1
107,6.17,7,3
100,8.65,2,5
114,9.66,10,1
102,8.11,10,2
94,6.43,6,5
132,9.41,10,5
98,7.1,6,3
117,5.47,7,4
93,5.99,3,4
110,8.17,8,2
113,7.38,5,3
103,5.57,10,5
64,8.34,4,2
100,9.44,9,4
118,8.48,9,5
107,5.55,2,5
106,8.25,1,0
74,4.89,3,1
89,6.12,10,2
106,7.11,8,5
106,9.03,4,0
118,7.08,5,4
97,4.57,5,2
106,7.24,2,4
100,7.16,1,4
85,9.91,8,2
66,9.93,10,0
106,5.57,5,2
102,5.54,2,5
90,5.47,7,4
75,8.69,2,3
109,4.7,6,4
96,5.81,9,5
108,7.61,4,2
127,6.28,5,0
67,5.01,1,4
89,7.16,1,0
96,6.04,9,5
121,7.42,5,0
75,9.47,3,1
129,5.26,2,5
102,7.03,10,0
98,9.85,7,4
97,9.56,4,4
93,7.02,3,2
115,8.94,2,2
83,5.45,10,0
105,8.51,10,5
94,9.61,4,5
88,7.29,9,3
138,7.54,10,5
106,5.75,7,5
109,8.19,1,4
117,7.66,3,0
78,8.6,5,5
126,5.63,7,2
62,7.56,5,4
88,8.31,9,1
93,6.41,7,5
108,6.54,1,2
103,6.22,6,5
97,8.82,2,1
99,7.76,6,4
85,9.35,3,3
77,6.68,2,0
110,9.8,3,0
110,8.43,10,3
123,7.33,4,0
88,5.4,1,5
110,6.0,4,5
95,9.82,6,0
117,6.91,5,1
115,7.12,5,0
103,6.2,9,1
94,8.54,9,0
114,6.01,9,5
109,6.23,7,0
89,6.67,10,2
80,7.05,9,3
95,6.9,8,2
122,7.13,8,0
117,9.45,5,1
83,9.22,9,0
82,9.29,8,4
119,5.38,7,4
82,8.91,8,4
107,5.42,9,4
90,5.56,7,0
124,9.85,9,4
88,9.09,8,3
117,8.1,2,0
102,9.77,3,2
103,9.92,6,0
70,7.79,6,1
66,8.51,7,3
96,9.01,2,0
103,6.3,1,2
83,6.09,5,1
83,8.38,2,5
108,6.29,9,1
108,5.33,3,2
97,6.22,2,5
111,6.71,7,2
82,9.49,6,2
94,8.84,8,2
124,7.73,9,4
101,9.71,3,3
101,9.09,8,2
134,7.65,4,4
79,9.15,2,0
111,7.26,4,1
124,6.45,4,0
95,6.2,8,0
112,7.96,10,5
85,7.8,8,4
89,8.1,7,4
105,8.15,4,2
111,5.08,2,2
116,5.69,1,4
123,7.46,2,3
98,6.37,2,5
117,7.71,3,5
94,7.34,10,2
113,8.13,5,5
103,6.2,1,0
106,8.02,5,2
106,8.79,7,2
75,9.82,1,3
83,8.97,4,4
101,8.03,2,3
74,6.17,8,2
112,8.86,2,3
113,9.91,1,5
104,6.25,2,2
83,6.47,10,3
120,6.13,4,1
130,8.48,5,1
102,6.83,2,2
107,5.55,4,3
103,9.1,7,2
107,8.2,5,3
98,6.69,8,4
99,6.52,10,3
113,6.73,9,3
135,7.09,1,2
78,7.15,1,3
98,8.22,3,2
82,9.04,8,2
123,7.98,1,0
91,6.23,10,2
78,7.66,2,3
109,9.55,1,1
126,5.02,1,4
109,4.99,9,3
103,7.35,10,5
106,8.21,1,3
121,6.44,4,3
86,8.27,7,0
98,7.94,5,1
93,9.81,10,3
82,6.17,5,5
95,9.07,7,2
116,5.71,6,1
108,7.46,6,1
109,7.66,8,3
102,7.42,10,2
107,9.71,9,1
87,5.12,2,4
95,7.81,10,2
102,6.54,4,1
104,8.67,10,1
104,4.86,9,2
97,9.33,10,0
94,9.65,1,2
147,9.36,10,4
113,6.06,8,0
106,8.07,1,3
96,4.67,4,0
93,8.91,9,4
98,9.09,4,4
104,7.65,5,4
71,8.16,9,1
76,5.93,8,0
90,7.64,1,4
103,6.8,3,5
96,9.91,4,0
122,8.89,3,5
77,8.79,9,0
88,10.17,6,3
122,6.26,3,5
101,9.84,8,3
113,6.37,9,3
130,8.55,10,5
89,8.55,4,1
98,5.49,5,1
95,6.81,3,3
70,5.05,5,4
95,10.31,2,2
113,5.16,2,5
108,7.3,5,1
109,8.47,7,2
94,6.2,1,1
90,7.46,3,0
119,8.42,1,4
92,5.8,8,1
104,8.61,2,0
102,6.81,6,4
121,5.85,6,5
114,8.23,9,1
80,6.8,6,4
82,9.27,10,1
108,9.39,6,3
99,6.97,1,1
93,6.34,7,1
115,6.63,6,0
102,6.06,8,3
100,7.23,1,2
111,8.82,8,4
94,6.53,8,2
123,5.84,1,2
88,7.02,7,3
109,5.43,7,3
121,8.72,7,3
79,7.77,3,0
94,7.37,3,0
117,6.14,8,4
117,9.52,8,3
97,5.84,8,2
88,9.32,3,4
114,6.58,4,0
117,8.99,2,1
82,9.08,3,1
81,5.76,5,4
103,8.97,3,0
109,8.21,4,4
95,5.56,7,0
110,5.35,3,3
89,8.22,1,1
68,8.52,1,2
93,8.63,4,3
100,8.14,1,2
95,8.03,6,4
82,9.23,4,1
72,7.9,5,2
92,6.62,6,5
113,9.62,2,4
118,5.53,1,0
117,7.24,10,3
87,8.62,2,0
82,6.96,6,3
107,5.22,10,1
109,5.5,9,2
106,8.24,8,0
69,10.14,10,0
86,7.44,1,2
99,7.36,5,2
107,6.78,7,4
111,6.03,8,3
102,5.04,7,5
104,6.82,1,5
101,7.38,4,4
110,6.44,4,0
104,5.66,9,2
100,8.81,6,1
95,9.56,6,0
101,9.32,5,0
107,8.11,5,5
104,5.01,9,3
105,9.2,2,4
120,5.32,10,5
103,8.08,5,3
90,9.02,1,0
113,8.64,5,2
79,9.28,4,1
83,8.32,4,3
105,8.78,4,5
107,6.29,3,0
81,9.27,6,5
94,5.87,3,5
90,9.27,6,4
92,6.28,6,3
114,6.11,10,0
110,8.99,2,4
99,4.56,9,4
91,9.63,10,1
79,6.6,8,2
121,9.17,7,1
108,8.37,9,4
89,8.69,8,3
110,6.69,9,5
98,5.37,8,2
95,9.18,3,4
106,5.75,10,2
88,7.0,1,3
94,7.97,6,0
101,6.93,3,0
92,6.3,3,4
110,5.31,6,4
128,5.58,10,1
88,9.4,9,4
75,5.37,5,0
69,9.8,1,0
97,6.23,10,1
90,5.18,7,5
103,8.03,9,3
101,5.73,10,2
75,8.4,2,0
72,9.33,9,2
104,5.05,5,4
102,8.66,1,4
93,6.82,4,5
75,5.84,8,3
107,5.58,3,5
119,10.04,5,2
104,5.95,2,0
87,8.86,5,1
100,7.78,9,0
79,5.49,3,2
115,7.07,7,2
101,9.11,6,0
73,8.54,2,0
95,7.14,7,3
106,9.41,10,4
95,6.09,4,5
95,9.42,6,3
81,9.28,7,0
108,8.37,9,0
90,9.47,7,1
67,8.08,3,4
94,8.06,9,5
114,8.2,6,5
94,6.43,4,1
126,7.44,10,4
106,6.44,5,4
105,7.09,10,2
98,6.43,1,4
98,5.76,4,5
96,6.16,3,0
95,9.05,6,4
107,6.87,9,3
85,8.51,3,2
83,5.43,5,1
83,6.71,2,5
130,5.87,9,4
107,6.1,8,1
104,7.74,10,0
84,7.79,4,1
109,6.22,8,4
98,7.82,10,1
103,9.12,4,0
85,6.23,2,4
102,5.11,9,1
93,8.72,2,1
88,4.91,1,0
111,10.37,1,3
76,7.99,3,3
108,7.8,10,2
110,7.11,7,0
86,7.9,6,3
87,5.75,3,1
96,9.87,5,0
104,8.25,10,1
97,5.84,6,1
106,8.1,10,2
126,6.12,2,5
92,4.6,3,2
74,8.24,4,4
112,8.61,8,5
125,8.07,1,0
105,6.22,9,3
83,8.42,1,2
98,5.53,3,0
83,8.27,3,2
109,8.23,9,3
79,8.64,3,2
95,9.8,3,4
84,8.84,2,0
101,9.64,4,5
94,9.94,8,5
102,9.07,6,0
100,9.58,1,1
85,8.93,5,5
109,8.45,10,5
99,5.65,8,4
85,5.63,1,2
133,9.6,6,1
107,7.33,7,2
97,8.94,5,4
121,6.47,4,1
127,6.87,7,3
97,8.67,9,0
105,9.44,4,4
85,4.96,3,4
97,9.25,10,2
97,8.69,4,3
102,6.11,5,3
104,6.75,9,5
108,4.94,1,4
103,5.03,9,4
81,7.17,9,0
85,5.58,8,3
91,6.46,10,4
95,9.28,8,0
115,8.01,8,2
82,8.59,4,3
94,5.81,7,1
114,8.81,2,1
95,9.12,3,4
106,7.52,8,4
97,9.71,4,5
103,8.72,10,0
96,9.01,6,4
110,8.25,8,4
76,5.93,8,0
94,6.8,5,1
104,5.82,7,0
108,5.35,1,5
122,5.43,5,5
94,9.61,3,3
122,5.9,4,3
90,10.25,1,4
119,7.81,1,4
112,6.02,3,5
86,7.91,4,1
104,5.61,3,1
99,9.61,2,2
109,9.16,7,3
96,5.33,10,3
95,9.89,9,5
120,8.78,3,2
98,5.79,9,2
112,7.97,8,3
96,8.25,5,4
124,6.32,6,3
89,8.93,1,2
90,5.39,6,1
122,6.97,9,0
93,4.61,7,1
124,9.46,9,5
113,8.6,5,1
97,5.41,5,2
72,6.64,5,3
99,5.48,6,5
101,9.11,4,2
117,5.66,10,2
123,9.09,9,5
89,9.72,7,5
112,8.83,3,5
111,6.1,10,4
116,7.3,7,5
107,7.03,3,4
70,8.38,3,0
97,8.34,4,4
82,7.29,2,0
96,7.23,8,1
114,9.92,1,1
104,5.29,10,2
117,7.78,1,1
105,8.52,1,4
80,5.48,4,4
62,8.22,1,4
102,8.85,3,3
96,8.58,7,4
85,4.94,3,5
74,5.41,2,2
88,6.62,10,2
97,5.9,6,1
109,9.99,8,0
102,7.95,4,5
124,6.82,4,5
84,9.42,2,5
113,8.59,5,3
100,6.22,10,0
110,7.03,8,3
93,5.6,1,5
116,9.84,2,2
104,7.42,1,2
89,9.86,4,3
99,6.3,7,1
96,9.63,3,4
107,4.94,8,4
82,9.5,6,0
99,9.26,2,2
105,6.42,9,4
100,8.89,9,2
120,9.25,7,5
111,9.04,10,2
99,6.5,8,2
103,7.22,10,4
104,9.16,1,4
106,8.72,6,5
72,7.37,9,4
95,8.75,6,3
77,5.5,3,4
119,8.66,2,2
99,5.91,8,5
97,6.35,4,2
113,7.27,1,5
106,6.84,8,0
83,7.21,1,1
98,7.52,2,3
94,6.98,1,5
73,5.51,8,0
89,9.08,3,5
97,6.79,9,3
98,7.91,7,3
77,8.15,6,2
117,9.22,6,2
98,9.03,10,2
100,4.91,1,2
106,9.26,8,0
88,10.02,10,1
106,7.23,3,1
94,10.3,3,5
86,8.08,3,0
108,7.63,9,1
122,7.13,5,5
110,8.25,2,4
113,5.75,4,4
92,5.79,7,4
76,5.02,10,2
122,6.15,1,4
130,6.96,2,5
123,8.19,8,3
94,6.13,8,3
82,10.27,3,5
84,6.38,5,0
74,6.84,8,3
98,5.87,10,5
124,6.77,9,5
97,5.03,2,0
104,7.6,10,1
120,8.65,8,3
93,6.29,3,5
130,6.35,9,5
129,4.8,5,3
98,9.41,5,0
91,8.81,4,3
110,5.15,8,0
94,7.19,1,3
82,10.2,6,5
119,7.41,7,2
118,7.4,8,1
102,7.19,4,3
81,8.22,9,5
81,9.54,3,1
101,10.1,8,3
92,8.4,10,3
94,7.23,10,2
115,7.7,5,4
110,7.07,5,4
120,9.6,7,1
85,8.67,5,1
94,6.92,7,2
111,5.51,9,0
106,7.78,5,1
122,9.52,2,4
106,7.31,10,2
127,6.07,6,0
108,5.09,9,5
115,7.01,9,2
95,9.37,5,4
100,10.14,2,5
113,9.41,6,2
124,8.69,4,3
110,8.25,4,4
98,8.08,3,0
120,7.24,1,2
67,9.03,9,4
78,6.75,6,4
110,8.57,10,0
100,5.64,3,4
109,6.12,1,0
100,8.86,6,4
108,9.2,4,2
87,8.06,1,0
108,5.53,10,0
114,9.6,4,4
118,8.11,2,5
130,7.45,3,3
103,7.98,10,5
104,7.09,10,5
77,7.24,7,0
92,9.3,7,3
97,5.84,5,5
115,5.62,10,1
90,4.98,2,2
111,6.97,9,3
99,5.56,9,5
97,6.18,9,5
103,4.86,6,2
94,6.39,1,0
93,6.26,6,5
74,4.85,8,2
96,8.34,4,3
92,7.52,6,5
92,5.62,8,5
106,8.45,6,0
109,10.01,4,5
103,9.41,7,3
114,4.83,5,0
108,9.3,1,3
95,6.62,3,0
93,5.54,3,5
104,6.76,1,3
108,6.61,4,1
120,7.9,2,3
117,8.13,10,3
91,8.77,1,1
98,6.42,6,2
110,6.28,7,0
116,6.31,4,5
114,6.96,5,3
99,10.16,9,2
81,8.88,8,4
85,10.17,2,2
104,8.45,10,4
105,7.41,3,0
83,7.19,9,4
100,7.25,5,1
109,6.98,1,1
82,9.31,9,2
116,7.72,8,1
94,6.16,10,1
118,8.88,7,2
91,8.89,7,3
84,6.88,8,0
93,8.53,4,4
98,4.87,7,2
94,7.81,8,1
96,5.62,10,4
105,5.62,3,3
97,7.78,2,5
99,6.77,2,0
74,9.14,7,0
105,9.07,9,1
98,5.61,8,3
124,9.04,10,0
85,7.27,10,4
72,5.99,7,4
109,8.29,9,5
105,7.65,4,1
84,7.53,10,3
77,9.46,7,4
123,7.39,5,0
121,9.99,1,4
62,7.53,10,5
93,5.56,4,0
124,6.94,1,3
92,6.21,1,1
92,7.97,7,5
95,8.79,3,5
83,7.66,9,1
74,5.31,7,1
115,6.84,6,2
72,5.82,2,1
103,8.67,5,1
113,8.56,8,0
78,10.01,4,5
86,5.26,8,3
118,7.19,9,3
107,7.87,8,4
90,9.21,6,1
118,8.6,2,3
118,6.12,8,3
104,7.33,4,5
86,7.83,1,3
93,8.32,5,3
104,9.19,3,0
97,5.88,3,1
114,9.43,7,3
77,5.38,1,0
77,9.86,3,2
102,9.74,10,4
92,8.74,6,0
90,8.74,8,4
73,5.5,6,4
100,4.85,4,2
99,5.23,8,2
109,5.84,10,2
101,7.94,5,0
98,5.77,10,2
117,9.37,6,5
80,7.66,1,3
108,8.33,4,0
74,7.95,4,1
87,7.04,5,2
81,6.18,1,0
111,6.63,4,2
99,8.75,7,4
99,8.32,6,3
83,6.62,10,4
95,8.99,5,2
88,4.8,1,0
105,8.45,8,5
85,6.88,5,3
119,8.3,8,4
74,9.53,6,3
87,8.35,7,3
125,7.67,10,2
93,5.3,10,3
80,8.93,1,1
103,6.96,6,1
92,5.57,3,4
87,8.18,3,4
83,6.51,3,5
141,5.51,6,0
96,9.96,8,2
71,7.62,3,4
122,6.0,3,0
109,8.17,5,5
88,9.66,6,4
86,4.72,6,0
110,8.39,7,2
96,9.32,7,2
71,6.37,3,4
126,7.8,5,1
93,5.81,1,3
122,8.85,1,4
119,9.48,2,0
84,5.4,2,2
115,9.58,7,4
90,8.64,5,2
71,6.82,3,4
93,8.23,7,2
105,4.61,3,1
93,9.73,3,0
95,7.6,4,4
117,8.18,5,2
101,8.38,8,4
87,7.85,9,0
110,8.9,5,4
102,7.99,8,3
62,9.85,3,2
106,7.73,7,0
105,5.8,3,5
100,9.56,10,1
113,8.77,3,3
89,8.66,4,4
105,9.53,2,5
76,5.75,7,4
106,7.47,6,3
129,6.45,3,1
85,8.12,1,1
88,9.29,10,4
89,9.81,3,4
101,7.51,4,1
84,9.31,10,1
106,9.98,1,1
112,8.37,8,5
108,6.57,2,4
73,7.64,3,2
114,9.45,5,3
114,9.99,9,1
112,8.36,6,4
105,9.08,3,0
103,5.97,3,4
115,5.82,8,2
128,9.86,4,2
85,6.04,5,5
116,6.2,4,1
98,6.98,9,3
98,8.44,8,4
76,8.18,7,3
95,6.78,4,0
85,9.77,9,3
93,10.07,8,3
83,7.28,8,1
93,7.19,10,0
93,8.38,2,5
101,8.49,5,2
75,7.0,6,3
78,7.2,6,0
105,6.58,9,0
88,6.11,4,2
116,7.35,7,1
103,8.77,9,0
109,8.97,5,2
121,8.51,6,4
95,6.62,1,0
91,8.35,7,4
113,4.54,5,4
107,7.11,4,0
97,9.27,3,2
120,8.55,1,4
96,7.26,5,1
100,8.28,3,3
100,9.74,8,5
85,8.28,4,4
101,9.41,3,4
120,9.46,1,3
106,8.28,10,2
100,7.42,2,1
97,5.31,10,1
104,7.08,2,4
111,7.64,1,0
109,9.34,8,0
95,7.14,5,5
104,10.3,2,4
107,5.86,8,5
84,8.33,10,0
102,6.9,5,1
67,6.96,10,1
107,9.29,5,3
109,6.03,2,1
111,5.73,8,5
94,7.15,3,2
104,7.39,4,1
121,9.33,5,4
121,10.29,10,5
99,5.19,9,0
102,8.43,2,0
116,8.54,8,1
77,9.85,5,1
95,10.01,9,0
120,8.36,9,0
114,7.38,10,1
105,5.97,3,2
77,6.81,9,2
99,7.57,7,0
91,8.2,9,3
104,8.47,7,2
87,8.75,8,4
84,7.06,4,5
69,9.04,5,0
118,5.63,6,2
94,6.02,4,1
102,6.22,8,3
99,9.79,5,5
83,5.39,3,5
81,9.19,1,1
84,6.08,1,5
89,7.49,8,1
105,9.34,3,3
88,7.86,10,0
126,5.76,4,5
115,5.96,7,1
112,9.69,1,5
98,7.5,6,0
122,7.46,1,0
96,7.0,3,0
99,6.85,4,5
102,6.29,7,1
110,8.1,2,0
109,8.15,8,1
92,6.39,6,0
92,9.27,10,4
109,8.81,2,1
110,9.45,3,4
94,5.97,4,0
76,6.15,6,1
96,9.04,1,5
109,6.03,5,3
127,5.47,8,4
82,9.14,7,2
93,6.62,3,2
94,6.97,2,3
120,7.63,2,3
99,8.81,10,5
86,6.76,5,2
108,9.81,8,1
93,8.57,6,0
81,7.84,6,1
86,6.51,7,2
126,6.13,1,4
105,7.97,3,4
101,7.33,5,0
96,9.79,7,0
104,7.78,6,5
104,7.48,1,2
104,7.3,9,2
101,9.37,3,0
113,7.54,7,4
100,6.55,1,3
85,9.45,1,3
90,8.01,1,3
70,7.64,4,4
130,7.67,1,1
112,8.58,1,1
87,6.23,9,4
95,5.25,8,1
90,9.2,5,3
123,5.67,2,4
78,8.15,7,0
101,4.97,1,4
98,6.49,9,2
112,4.97,1,3
98,8.1,3,5
73,8.11,6,3
96,5.65,4,2
85,6.41,2,3
101,9.79,5,5
121,7.36,10,2
73,8.69,1,5
87,10.06,1,2
91,10.17,6,3
94,9.22,9,4
111,6.58,10,2
97,9.77,7,0
106,8.91,10,2
90,9.51,4,0
103,4.69,8,4
111,9.69,1,2
89,8.82,5,2
111,8.81,2,2
100,5.77,3,0
115,5.88,10,4
96,9.41,4,3
105,7.62,1,5
99,6.66,5,5
98,8.77,10,1
103,5.37,6,2
108,6.8,1,2
81,6.74,4,2
121,6.51,2,3
72,6.13,1,4
89,6.11,5,0
98,5.39,1,3
106,8.67,8,4
123,9.44,2,1
72,7.74,5,5
92,6.8,3,4
68,5.58,6,4
100,9.4,6,0
104,10.19,8,4
123,6.49,5,4
101,6.94,5,5
115,7.53,5,2
108,8.6,9,0
93,7.56,2,4
78,7.84,3,4
104,8.78,4,2
77,10.16,7,0
119,6.29,10,1
97,9.96,1,0
117,7.43,3,3
92,8.53,10,4
104,7.58,7,5
103,7.44,8,3
99,8.64,2,3
93,6.94,3,1
105,5.7,7,4
86,7.36,7,0
81,7.63,3,5
118,6.46,10,2
110,9.68,5,4
100,5.89,7,3
124,7.31,3,3
95,5.61,8,4
119,8.0,4,1
102,6.1,7,0
84,7.28,2,5
127,5.71,5,2
114,4.86,6,5
98,9.06,1,5
110,8.1,9,1
93,7.07,9,5
112,5.26,4,5
64,9.13,5,0
84,6.07,9,4
114,9.77,10,1
96,7.69,2,5
103,6.84,5,2
79,8.38,4,0
127,9.55,2,4
117,6.74,2,0
96,7.0,9,2
93,7.59,10,4
115,9.47,8,3
129,8.57,10,3
114,6.1,10,1
132,5.51,8,4
86,6.1,8,4
87,6.42,5,1
82,6.06,4,5
106,8.18,10,0
102,5.9,3,1
97,6.47,2,5
112,7.93,10,4
118,6.76,5,5
77,5.75,8,3
91,5.32,5,0
112,6.02,7,5
92,8.88,5,4
88,8.01,10,2
115,5.67,9,3
80,7.36,8,3
95,6.11,8,1
104,7.45,1,4
91,7.2,5,4
111,7.17,9,1
91,6.83,8,4
121,5.7,1,4
98,8.67,9,5
110,9.48,10,3
111,10.11,1,0
90,4.88,5,2
69,8.89,10,2
105,9.06,1,0
101,9.45,8,2
108,6.6,2,0
96,8.91,6,4
93,4.78,2,1
130,7.89,2,5
77,6.86,1,4
111,8.84,6,1
91,9.35,5,0
94,6.55,4,4
95,7.81,4,0
87,5.36,9,5
108,6.97,2,5
120,6.67,10,3
107,6.09,7,5
101,9.06,5,5
85,5.45,10,0
107,7.88,9,5
132,9.06,4,4
94,9.27,6,1
94,9.08,2,3
91,6.11,1,4
92,9.25,1,4
58,6.36,4,4
106,9.16,9,3
87,9.01,3,4
75,8.6,3,5
111,5.6,7,1
83,8.32,8,5
94,9.31,6,4
121,9.03,1,2
78,4.96,6,0
77,9.23,8,2
104,5.33,5,5
117,8.18,8,1
76,8.7,1,1
106,5.05,4,0
108,5.56,9,1
69,9.16,10,1
111,6.56,5,4
113,5.39,10,0
95,8.95,10,2
118,9.25,3,4
117,7.56,3,4
101,5.4,9,2
93,5.36,1,1
85,8.16,6,3
99,7.42,6,5
108,8.58,10,3
95,9.18,8,5
67,7.27,8,1
119,5.6,1,4
102,9.77,7,2
94,7.83,10,3
112,8.55,1,4
122,9.39,8,3
57,9.37,5,2
106,7.42,2,4
78,6.65,3,0
107,10.04,9,4
101,8.01,2,0
109,6.9,4,1
92,7.48,7,2
71,6.91,8,3
93,9.89,3,1
106,7.59,10,1
115,8.63,10,5
82,8.95,9,5
115,8.63,8,4
90,8.82,6,4
105,9.24,8,5
92,7.43,10,5
102,5.8,8,0
113,9.23,3,0
81,7.79,7,1
89,5.84,8,1
102,5.32,6,4
136,5.83,6,4
87,8.81,7,3
130,8.5,4,2
130,5.7,10,3
98,8.95,10,2
95,6.19,9,1
89,8.47,3,4
98,7.86,7,3
78,8.85,9,5
98,7.1,8,2
122,6.81,7,5
90,9.4,5,5
96,5.66,2,0
74,9.76,2,2
105,8.45,4,2
103,7.02,5,5
100,8.49,4,4
96,5.97,2,3
95,7.97,4,1
107,9.44,5,3
99,5.98,4,1
104,8.24,6,5
103,7.12,10,0
116,8.26,7,5
110,5.78,5,5
102,7.57,9,4
122,9.67,4,2
106,6.33,10,5
119,7.86,2,3
109,7.75,10,3
72,7.95,8,1
119,8.19,4,3
102,7.09,4,2
99,5.43,3,1
104,9.6,9,2
94,9.5,4,5
103,6.24,2,1
91,7.12,1,2
119,9.26,1,1
98,10.25,8,4
94,10.22,1,3
86,9.85,5,2
104,6.11,8,0
102,9.54,7,5
105,9.1,7,4
84,7.29,8,4
75,7.19,3,5
109,7.08,5,2
122,8.12,2,2
84,6.49,5,0
123,5.09,5,5
104,5.29,2,2
99,6.84,10,5
94,6.66,6,0
79,8.65,1,2
114,5.54,8,0
88,9.86,1,1
88,9.73,3,3
114,9.21,1,3
71,8.3,2,2
77,5.62,7,2
99,7.43,7,3
104,5.31,5,3
107,9.81,5,0
95,7.04,7,0
137,8.37,10,1
96,8.85,10,1
96,9.18,5,0
88,8.54,8,1
101,8.1,3,4
109,7.07,2,5
118,8.02,10,0
77,5.55,4,1
96,9.04,7,1
106,8.11,9,2
108,5.32,3,2
100,9.7,3,2
108,7.94,7,3
87,9.47,1,5
123,9.71,7,3
114,8.87,2,3
79,5.05,10,0
83,6.26,1,2
84,9.39,10,2
110,9.22,9,0
80,7.49,1,3
95,6.73,8,5
106,6.07,10,1
99,9.8,7,4
103,6.26,10,2
84,5.93,9,3
108,8.78,5,1
90,6.04,3,2
95,10.17,1,2
103,4.61,2,4
101,5.21,6,3
100,7.47,8,5
88,7.76,9,0
95,6.11,8,1
100,7.77,2,1
79,6.65,1,3
93,9.77,10,1
105,4.76,4,0
80,9.41,5,1
117,7.84,10,3
119,5.74,6,0
81,5.47,4,4
120,7.41,5,5
97,5.78,8,3
106,6.66,10,5
92,6.71,3,4
113,8.35,1,1
106,7.96,9,5
87,5.45,9,0
82,7.91,2,5
78,9.44,3,1
102,5.45,8,3
108,9.37,3,4
109,8.25,3,4
98,10.22,6,1
82,5.37,6,3
89,10.05,7,1
117,8.51,10,5
92,7.87,4,2
102,7.49,5,3
83,5.28,10,3
105,9.47,3,0
93,8.07,2,2
115,5.95,3,4
111,5.24,3,1
92,5.62,2,4
98,8.36,1,3
91,8.22,3,5
78,7.84,1,1
87,6.32,8,4
102,7.8,5,1
104,7.67,6,4
102,5.22,10,1
95,6.08,7,4
113,5.05,7,4
100,9.29,4,1
110,8.73,6,0
73,10.45,8,1
41,6.96,6,5
104,9.12,7,4
78,7.82,3,2
96,6.81,9,3
95,6.01,10,0
123,9.02,2,5
105,9.94,8,1
